gene_ID	segment_number	seed	N_CG	L_locus	CG_density	Col0_meth_frac	CG_spacing	mean_h2az	max_h2az	locus_gain_rate_mu	locus_gain_rate_sigma	locus_loss_rate_mu	locus_loss_rate_sigma
AT5G40760	13130	52519	88	4055	0.021454993834771886	0.28735632183908044	46.60919540229885	1.22893021198965	3.99813604354858	2.2072000843348094e-05	6.751364356656916e-06	5.718954248366014e-06	6.7371006954536945e-06
AT5G40810	13131	52523	68	2935	0.02282793867120954	0.43283582089552236	43.80597014925373	0.8112438743873951	3.27735004425049	2.5799793601651186e-05	0.0	2.1129141311697092e-06	4.2258282623394185e-06
AT5G40820	13132	52527	199	11129	0.017791355916973672	0.5794871794871795	56.207070707070706	0.581306508536051	2.6651659727096604	2.4908337318667304e-05	1.9926669854933835e-06	1.8436578171091445e-05	5.458553440967342e-06
AT5G40870	13136	52543	99	3739	0.026210216635464027	0.2736842105263158	38.1530612244898	1.9712734313705302	7.225619983673099	1.5096618357487924e-05	4.4696850639805045e-06	6.363122171945702e-05	3.387986842139238e-05
AT5G40880	13137	52547	58	2443	0.023331968890708144	0.15517241379310345	42.85964912280702	1.2640300767678798	4.53245606422424	0.0	0.0	8.169934640522877e-05	5.446623093681917e-05
AT5G40890	13138	52551	72	3834	0.018518518518518517	0.171875	54.0	1.5011246909578202	3.54919402599335	1.1561228264890862e-06	2.312245652978172e-06	2.4138443256090315e-05	1.8568033273915625e-05
AT5G40930	13140	52559	41	1590	0.025157232704402517	0.04878048780487805	39.75	1.94173973852938	4.483109998703	0.0	0.0	0.0	0.0
AT5G41060	13142	52567	57	2580	0.021705426356589147	0.08771929824561403	46.07142857142857	2.59699870083067	4.86235609054565	5.106209150326798e-06	3.927853192559075e-06	0.0	0.0
AT5G41080	13143	52571	50	2327	0.021057155135367427	0.10416666666666667	47.48979591836734	1.5043872166424999	3.68630595207214	6.174950600395197e-06	4.749962000303998e-06	0.00015522875816993464	4.9019607843137266e-05
AT5G41090	13144	52575	25	949	0.02528977871443625	0.0	39.541666666666664	3.12164506117503	4.50587410926819	2.450980392156863e-06	4.901960784313726e-06	nan	nan
AT5G41100	13145	52579	107	3694	0.028695181375203032	0.4953271028037383	34.84905660377358	1.1135723781919	3.5245579957962	1.9668361171629146e-05	3.0259017187121758e-06	2.3122456529781724e-06	4.624491305956344e-06
AT5G41110	13147	52587	83	3791	0.021630176734370878	0.20987654320987653	46.23170731707317	1.12312078638167	5.024614095687871	1.5318627450980392e-05	0.0	0.00010933294886582084	4.665630488020858e-05
AT5G41120	13148	52591	87	4028	0.02135054617676266	0.16091954022988506	46.83720930232558	0.919148094703754	3.9584700584411605	6.994807055242188e-06	4.5115149903183746e-06	8.315826330532212e-05	3.881925389720492e-05
AT5G41130	13149	52595	112	3832	0.02896659707724426	0.16964285714285715	34.52252252252252	1.01228257866576	4.5160059928894	1.5373532925715089e-06	1.811048574046692e-06	3.2249742002063983e-06	6.4499484004127965e-06
AT5G41140	13150	52599	115	4302	0.026499302649930265	0.34782608695652173	37.73684210526316	1.50763487802757	5.4388819694519	8.442265795206972e-06	3.8126361655773422e-06	1.4297385620915034e-05	7.075370945951298e-06
AT5G41150	13151	52603	126	4423	0.028261361067148993	0.31746031746031744	35.384	2.00384004612218	10.003991985320999	3.0874753001975982e-06	4.05836931207133e-06	3.2679738562091506e-05	1.155403237232921e-05
AT5G41160	13152	52607	28	1037	0.026036644165863067	0.6153846153846154	38.407407407407405	2.71901244200193	6.4991259098053	9.803921568627452e-05	0.0	3.829656862745098e-06	7.659313725490196e-06
AT5G41170	13153	52611	52	2080	0.02451923076923077	0.40384615384615385	40.78431372549019	1.4977951152726698	4.83278198242188	0.0	0.0	2.7233115468409585e-05	1.3476897039907229e-05
AT5G41180	13154	52615	67	3557	0.018554962046668542	0.5454545454545454	53.89393939393939	1.03099348039643	5.134218025207519	1.702069716775599e-05	1.0978019809774712e-05	6.865014524328249e-05	1.6404357632989467e-05
AT5G41190	13155	52619	62	2572	0.023716951788491446	0.3225806451612903	42.16393442622951	1.00638605732963	2.25640196800232	0.0	0.0	3.880718954248366e-05	1.2254901960784317e-05
AT5G41220	13156	52623	65	2675	0.023925233644859812	0.25	41.796875	1.79443500345123	5.27117800712585	8.510348583877995e-06	5.896142454959413e-06	1.2765522875816992e-05	1.5318627450980392e-05
AT5G41240	13157	52627	66	2760	0.02355072463768116	0.3384615384615385	42.46153846153846	1.10622117002976	5.608672046661379	1.1874905000759993e-05	7.659083588214916e-06	2.9708853238265006e-05	1.0503665793026553e-05
AT5G41260	13159	52635	70	3766	0.018321826872012746	0.5428571428571428	54.57971014492753	1.1658939309512502	4.61688995361328	2.4254493464052286e-05	7.659313725490196e-06	2.4187306501547986e-05	3.224974200206399e-06
AT5G41270	13160	52639	52	1332	0.038288288288288286	0.23076923076923078	26.117647058823533	4.87022748699895	10.7463402986526	8.169934640522877e-06	5.777016186164605e-06	4.255174291938998e-05	2.7445049524436783e-05
AT5G41340	13165	52659	54	2066	0.025653436592449178	0.2037037037037037	38.9811320754717	1.70434088110924	4.957928085327151	0.0	0.0	0.0	0.0
AT5G41350	13166	52663	47	2358	0.019508057675996608	0.2978723404255319	51.26086956521739	1.16253666696595	3.9164440631866495	9.902951079421667e-06	7.0024438620177014e-06	0.0	0.0
AT5G41360	13167	52667	121	4876	0.02461033634126333	0.4789915966386555	40.63333333333333	1.4734426154196298	10.661971950530999	1.284788108791904e-05	3.7848952710165166e-06	3.726636853571839e-05	1.2162139339293902e-05
AT5G41370	13168	52671	110	4837	0.022534628902212115	0.44036697247706424	44.37614678899082	0.8920123608876959	4.7467961311340305	1.7076502732240437e-05	5.055873269092701e-06	2.9786220043572983e-06	3.5089066122154655e-06
AT5G41480	13171	52683	53	2713	0.01916697382970881	0.5192307692307693	52.17307692307693	2.1446258881113	10.1944400787354	2.450980392156863e-06	4.901960784313726e-06	1.7398934882595016e-05	1.219779978863857e-05
AT5G41540	13172	52687	86	3367	0.025245025245025244	0.0	39.61176470588236	3.8720598196637797	13.9940397262573	0.0	0.0	nan	nan
AT5G41580	13173	52691	108	4571	0.02340844454167578	0.42857142857142855	42.7196261682243	0.7908217368607819	2.4986500263214104	1.838235294117647e-05	4.08496732026144e-06	1.4524328249818445e-05	1.3586265020965653e-05
AT5G41600	13174	52695	47	1758	0.026166097838452786	0.0425531914893617	38.21739130434783	4.18188263193155	19.6326139450073	0.0	0.0	0.0	0.0
AT5G41610	13175	52699	130	3572	0.036114221724524075	0.2248062015503876	27.689922480620154	5.11959052110372	32.8066598892212	1.1029411764705881e-05	2.450980392156862e-06	0.0	0.0
AT5G41612	13176	52703	113	2855	0.03922942206654991	0.25892857142857145	25.49107142857143	5.17796489467224	32.8066598892212	9.597212378927475e-06	2.827271166301495e-06	9.15596123506874e-06	1.2035164166832222e-05
AT5G41620	13177	52707	107	2831	0.037442599788060756	0.23300970873786409	26.70754716981132	3.42098529153857	11.800727939605698	1.5771076363034665e-05	1.48521206837357e-05	2.7233115468409585e-05	9.62836031027434e-06
AT5G41670	13179	52715	100	2707	0.0365718507572959	0.07446808510638298	27.343434343434343	2.09830474224958	4.56140203475952	7.04304710389903e-07	1.408609420779806e-06	0.0001342203548085901	9.409731265521182e-05
AT5G41680	13180	52719	59	1665	0.034834834834834835	0.49122807017543857	28.70689655172414	3.12127754296575	12.47150182724	4.0145368492224475e-05	3.0375054446765587e-05	1.8236461251167133e-05	1.1762164081901478e-05
AT5G41690	13181	52723	119	5131	0.02299746638082245	0.14655172413793102	43.483050847457626	1.63522999337741	5.13838400840759	1.0521885521885522e-05	1.2378688849277076e-06	3.0036524413687044e-05	1.9372976134896553e-05
AT5G41760	13184	52735	75	3036	0.024374176548089592	0.26666666666666666	41.027027027027025	1.72738424903817	4.97524404525757	1.1140819964349376e-06	2.2281639928698752e-06	5.82107843137255e-05	2.717347772804345e-05
AT5G41790	13187	52747	139	7078	0.01949703306018649	0.2805755395683453	51.28985507246377	1.14210513402173	5.1723780632019	6.127450980392157e-07	1.2254901960784314e-06	1.3616557734204793e-05	1.0474275180157532e-05
AT5G41820	13189	52755	70	2821	0.02445941155618575	0.043478260869565216	40.88405797101449	6.67741890629133	34.7379196166992	0.0	0.0	0.0	0.0
AT5G41850	13191	52763	48	1481	0.03173531397704254	0.14893617021276595	31.51063829787234	5.11230510771275	25.251038169860802	0.0	0.0	0.00011087768440709617	3.50140056022409e-05
AT5G41870	13192	52767	67	1710	0.03859649122807018	0.2835820895522388	25.909090909090907	3.23036509062115	6.29463405609131	2.9786220043572983e-06	3.5089066122154655e-06	7.524939800481596e-06	8.864606178228544e-06
AT5G41880	13193	52771	59	3424	0.016939252336448597	0.3220338983050847	59.0344827586207	2.2379265899317597	5.766888093948361	0.0	0.0	5.912452700378397e-05	8.864606178228544e-06
AT5G41890	13194	52775	59	2365	0.02452431289640592	0.15254237288135594	40.775862068965516	3.17237224672355	12.117330169677698	0.0	0.0	0.0	0.0
AT5G41940	13196	52783	107	3683	0.028780885147977192	0.5188679245283019	34.74528301886792	0.997357328824307	4.47155606746674	3.3240420351147e-05	6.843524722316363e-06	2.6737967914438505e-05	1.029144864865643e-05
AT5G41950	13197	52787	99	3962	0.024734982332155476	0.2857142857142857	40.42857142857143	1.45440778791904	8.29877214431763	1.0212418300653596e-05	2.917833800186741e-06	7.294584500466853e-06	8.753501400560222e-06
AT5G41970	13198	52791	54	1977	0.02680829539706626	0.2641509433962264	37.301886792452834	2.61252861057603	13.8981799125671	6.808278867102397e-06	8.949224636875243e-06	0.0	0.0
AT5G41990	13199	52795	79	2947	0.02646759416355616	0.3291139240506329	37.782051282051285	2.06481708730421	8.37326383590698	1.7341842397336293e-05	2.312245652978172e-06	2.5923831070889897e-05	2.0902675175418037e-05
AT5G42010	13200	52799	89	3423	0.025708442886356996	0.056818181818181816	38.89772727272727	2.0197074814581497	4.96522002220154	4.183400267737617e-06	4.84726051352277e-06	0.0	0.0
AT5G42020	13201	52803	87	3298	0.02607640994542147	0.2875	38.348837209302324	1.7029728706926102	3.8030059337616002	4.6582960669647975e-06	3.583304666895998e-06	7.9923273657289e-06	1.59846547314578e-05
AT5G42080	13202	52807	133	4682	0.028193079880392994	0.3712121212121212	35.46969696969697	1.1569611813272198	5.5641039848327605	1.9194424757854953e-05	5.65454233260299e-06	1.0420835000666933e-05	6.721236618229415e-06
AT5G42130	13203	52811	58	1600	0.035625	0.14285714285714285	28.070175438596493	2.67442059341599	6.72815203666687	3.233932461873638e-05	5.896142454959411e-06	6.382761437908497e-05	4.116757428665518e-05
AT5G42140	13204	52815	121	4997	0.024014408645187113	0.4051724137931034	41.641666666666666	3.84871770642125	27.8725798130035	4.144169745192763e-06	4.881957025691082e-06	1.6948268669169795e-05	1.3037129745515227e-05
AT5G42150	13205	52819	64	2345	0.026865671641791045	0.265625	37.22222222222222	1.2752861598134	3.02253804206848	1.7817410652204145e-05	7.007246687090243e-06	8.410226835832372e-06	9.907501022726022e-06
AT5G42220	13206	52823	135	6126	0.02187397975840679	0.5407407407407407	45.71641791044776	0.9945297697675408	3.03775203227997	3.5249314779675315e-05	8.96154234446516e-06	2.8818605067597813e-05	4.511514990318377e-06
AT5G42310	13209	52835	99	2682	0.036539895600298286	0.3469387755102041	27.36734693877551	3.0387760469625698	12.206243991851801	1.8829146241830066e-05	4.818879209603982e-06	4.205113417916186e-06	4.953750511363011e-06
AT5G42320	13210	52839	67	2981	0.02214022140221402	0.13432835820895522	45.16666666666667	1.07131974668272	4.709263920784	9.860265945458642e-06	4.879566169621584e-06	0.0	0.0
AT5G42340	13211	52843	81	2501	0.03198720511795282	0.38961038961038963	31.2625	4.15185093217426	12.1263278007507	1.0864274787929356e-05	7.007246687090242e-06	4.0849673202614375e-06	8.169934640522875e-06
AT5G42350	13212	52847	62	2450	0.02489795918367347	0.41379310344827586	40.16393442622951	1.71091774564523	4.24477801322937	0.0	0.0	5.106209150326797e-06	1.0212418300653594e-05
AT5G42360	13213	52851	67	2462	0.026807473598700244	0.4	37.303030303030305	2.0125062803178997	5.94268798828125	0.0	0.0	1.8068124685771745e-05	1.266694593435544e-05
AT5G42390	13214	52855	174	8067	0.021445394818395934	0.5058139534883721	46.63005780346821	0.7600502309564391	7.2885239601135305	1.2254901960784315e-05	1.441753171856978e-06	2.1129141311697092e-05	2.817218841559612e-06
AT5G42400	13215	52859	141	7688	0.018210197710718003	0.5251798561151079	54.91428571428571	0.60239084011124	5.49363007545471	6.189344424638543e-06	4.288103603606847e-06	2.6020682245500937e-05	4.22477081389938e-06
AT5G42470	13217	52867	69	2592	0.026234567901234566	0.17391304347826086	38.11764705882353	1.4790078466398702	5.2120319843292195	0.0	0.0	1.702069716775599e-05	2.0424836601307188e-05
AT5G42480	13218	52871	93	3617	0.02543544373790434	0.36666666666666664	39.31521739130435	2.56163219246268	25.8169373035431	0.0	0.0	9.902951079421667e-06	7.0024438620177014e-06
AT5G42490	13219	52875	91	4296	0.02094972067039106	0.3103448275862069	47.733333333333334	1.40283149153322	2.7830819606781	5.787037037037038e-06	6.705377043706499e-06	2.7233115468409585e-05	2.3438533927665317e-05
AT5G42540	13222	52887	137	7402	0.01837341259119157	0.5109489051094891	54.42647058823529	0.9872245673735941	10.0378439903259	9.7551458394303e-06	3.4489648872624503e-06	1.0212418300653596e-05	2.917833800186741e-06
AT5G42620	13227	52907	106	5434	0.019322782480677217	0.5047619047619047	51.75238095238095	1.201064952724	3.51602597236633	4.909816490698844e-05	5.930928257974133e-06	3.6610556172154396e-05	1.3809095501270899e-05
AT5G42655	13228	52911	35	740	0.04594594594594595	0.0	21.76470588235294	3.2634961499108197	8.02525792121887	0.0	0.0	nan	nan
AT5G42660	13229	52915	79	2967	0.0262891809908999	0.3291139240506329	38.03846153846154	1.8220975482463797	11.800123882293699	2.5434702182759896e-05	8.85522667181223e-06	2.9851684263448972e-05	9.42684766214178e-06
AT5G42670	13230	52919	63	2585	0.023984526112185687	0.4262295081967213	41.693548387096776	1.74433805860322	5.21202802658081	7.586367880485528e-06	5.835667600373482e-06	5.4204374057315245e-05	1.609940731202803e-05
AT5G42710	13232	52927	69	3309	0.020550015110305228	0.2028985507246377	48.661764705882355	1.9790968355110703	3.0597459316253706	0.0	0.0	5.543884220354808e-05	1.7507002801120447e-05
AT5G42740	13233	52931	112	5440	0.020404411764705883	0.330188679245283	49.009009009009006	0.8151128809664159	3.8918739795684805	1.00685814231796e-05	2.8767375494798857e-06	8.870214752567694e-05	1.9806912638278643e-05
AT5G42770	13236	52943	40	2531	0.015408929276965626	0.225	64.8974358974359	1.74653765937457	6.42631206512451	1.976597090449083e-06	3.953194180898166e-06	5.673565722585331e-05	3.659339936591571e-05
AT5G42785	13237	52947	23	973	0.022610483042137718	0.0	44.22727272727273	3.3923082175709	4.5564140319824205	0.0	0.0	nan	nan
AT5G42790	13238	52951	57	2053	0.027277155382367267	0.19298245614035087	36.660714285714285	2.75194023400545	10.718057727813699	3.1081273088945726e-06	3.661467769268312e-06	0.0	0.0
AT5G42810	13239	52955	64	2618	0.02406417112299465	0.22580645161290322	41.55555555555556	2.04057727715483	5.624645948410031	2.212690631808279e-05	3.404139433551199e-06	0.0	0.0
AT5G42820	13240	52959	122	3392	0.03567216981132076	0.20833333333333334	28.03305785123967	2.0814045960214798	5.202858066558839	2.0639834881320948e-05	0.0	6.209150326797386e-05	1.1320593513522073e-05
AT5G42840	13241	52963	58	2145	0.026573426573426574	0.0	37.63157894736842	3.7061768389266496	7.957223987579349	0.0	0.0	nan	nan
AT5G42870	13242	52967	100	4459	0.022202287508409958	0.5555555555555556	45.04040404040404	0.8671498731750509	3.85271396636963	2.088903743315508e-05	2.7852049910873435e-06	1.4111705288175877e-05	4.4563279857397505e-06
AT5G42880	13243	52971	81	2310	0.03463203463203463	0.4125	28.875	3.49256637913209	19.5851501464844	1.825198164372132e-05	5.214851898206092e-06	1.7330164388987918e-05	8.576207207213692e-06
AT5G42920	13246	52983	101	3535	0.028288543140028287	0.3465346534653465	35.35	1.8962529152229	5.1591440200805705	7.736680530798179e-06	4.990009004443051e-06	1.7507002801120447e-05	1.3409343245887088e-05
AT5G42940	13247	52987	84	4136	0.02006769825918762	0.6309523809523809	49.83132530120482	0.7969302536750379	2.70283598899841	0.0	0.0	2.6590825009248984e-05	7.897822454957145e-06
AT5G42950	13248	52991	162	7085	0.02272406492589979	0.6086956521739131	44.00621118012422	0.701238135305735	2.16326994895935	4.21464882249196e-06	3.242037555763046e-06	2.5218420701613975e-05	6.026090559057355e-06
AT5G43090	13254	53015	63	2153	0.028797027403622853	0.15873015873015872	34.725806451612904	2.0231140466446598	3.24850995540619	1.2331976815883586e-05	4.3600122159732855e-06	5.5147058823529414e-05	4.185845901127287e-05
AT5G43100	13255	53019	104	4124	0.024975751697381185	0.3465346534653465	40.03883495145631	0.8169836751853721	3.67880802154541	9.284016636957814e-06	7.111015357667395e-06	2.3342670401493933e-05	1.6172276447888676e-05
AT5G43120	13256	53023	40	1907	0.02045097011012061	0.21621621621621623	48.8974358974359	3.65786749181293	14.2958341598511	1.7607617759747575e-05	1.1356572217008324e-05	0.0	0.0
AT5G43130	13257	53027	109	5834	0.018512170037709975	0.5596330275229358	54.01851851851852	0.8680800417015531	4.6207099914550795	1.616966230936819e-05	5.106209150326796e-06	2.980017143469409e-05	8.497118785793364e-06
AT5G43140	13258	53031	61	2041	0.02939735423811857	0.18032786885245902	34.016666666666666	2.71007574879846	8.611336016654969	0.0	0.0	1.8568033273915628e-05	2.228163992869875e-05
AT5G43155	13259	53035	41	658	0.060790273556231005	0.0	16.45	3.80374810025096	7.230958127975461	0.0	0.0	nan	nan
AT5G43160	13260	53039	52	2050	0.024878048780487806	0.1346153846153846	40.19607843137255	1.0847418909156	2.46858201026917	0.0	0.0	0.0	0.0
AT5G43170	13261	53043	47	671	0.06855439642324888	0.0	14.58695652173913	2.07536126534144	3.6265200138091997	0.0	0.0	nan	nan
AT5G43310	13265	53059	108	6049	0.017688874194081668	0.4485981308411215	56.53271028037383	0.9681315540035892	6.4501359462738	4.500387725711754e-06	5.915589166748042e-06	2.8935185185185183e-05	5.896142454959416e-06
AT5G43320	13266	53063	84	3754	0.022109749600426214	0.43209876543209874	45.2289156626506	1.06377872108639	4.29000797271729	1.1100454674623473e-05	1.1267918389856423e-05	3.2679738562091506e-05	1.6172276447888676e-05
AT5G43370	13268	53071	72	2231	0.03182429403854774	0.0	31.422535211267604	5.41756487214887	10.3997043132782	0.0	0.0	nan	nan
AT5G43380	13269	53075	55	2009	0.02687904430064709	0.35294117647058826	37.2037037037037	2.32412552979257	3.5451859474182097	4.33254109724698e-06	5.103864163222495e-06	4.311909949164851e-05	1.3616557734204793e-05
AT5G43400	13271	53083	80	2271	0.03478643769264641	0.39473684210526316	28.746835443037977	2.61545085797504	10.2709300041199	3.4633418584825234e-05	2.0172308702047004e-05	9.531590413943356e-06	1.122850115908949e-05
AT5G43430	13273	53091	43	1765	0.02379603399433428	0.023255813953488372	42.02380952380952	2.02763693200217	6.805185842514041	0.0	0.0	0.0001429738562091503	0.00016842751738634234
AT5G43460	13275	53099	61	2560	0.0234375	0.21311475409836064	42.666666666666664	1.79575171189488	5.03508195877075	1.3616557734204793e-05	4.81418015513717e-06	0.0	0.0
AT5G43530	13277	53107	125	5711	0.021712484678690247	0.20161290322580644	46.056451612903224	2.62622648385064	5.90352392196655	0.0	0.0	4.1666666666666665e-05	1.233633077658619e-05
AT5G43560	13278	53111	115	5216	0.021855828220858894	0.42342342342342343	45.75438596491228	1.03395779266678	4.35185008049011	2.9360702614379082e-05	1.1128724835428597e-05	5.779794187178417e-05	2.0140853543068534e-05
AT5G43630	13281	53123	87	3718	0.023130715438407747	0.39759036144578314	43.23255813953488	1.26023055865795	5.63228602409363	1.184640522875817e-05	8.371691802254574e-06	2.1662705486234898e-05	6.189344424638542e-06
AT5G43660	13282	53127	77	2567	0.029606544604596805	0.07894736842105263	33.776315789473685	3.7384012636148705	10.35622215271	1.0212418300653596e-05	2.917833800186741e-06	0.0	0.0
AT5G43670	13283	53131	131	3221	0.04036013660353927	0.25984251968503935	24.77692307692308	2.33735446541598	6.163376092910769	1.7817410652204145e-05	6.0839938812404394e-06	8.046147752030106e-06	6.189344424638542e-06
AT5G43690	13284	53135	34	1181	0.0279424216765453	0.24242424242424243	35.78787878787879	5.18526291336332	8.99982013702393	2.450980392156863e-06	4.901960784313726e-06	1.787173202614379e-05	2.1053439673292792e-05
AT5G43710	13285	53139	87	4543	0.018930222320052828	0.38823529411764707	52.82558139534884	1.3864157797216103	5.712555980682371	1.4925842131724486e-05	4.71342383107089e-06	1.9805902158843335e-05	7.0024438620177014e-06
AT5G43720	13286	53143	47	2260	0.020353982300884955	0.2553191489361702	49.130434782608695	1.1787422231709	2.75057401657104	1.4589169000933706e-05	9.409731265521182e-06	2.7233115468409585e-05	1.9256720620548676e-05
AT5G43725	13287	53147	84	4627	0.017938188891290254	0.30952380952380953	55.74698795180723	1.21395436038679	4.07951011657715	7.043047103899031e-06	4.8795661696215835e-06	3.3779537456008046e-05	2.314435624474647e-05
AT5G43730	13288	53151	67	4156	0.01588065447545717	0.3880597014925373	62.96969696969697	0.8501938324290159	3.9092720031738297	1.4945002391200383e-05	1.1447000331854833e-05	3.770739064856712e-05	0.0
AT5G43740	13289	53155	75	4400	0.01681818181818182	0.0	59.45945945945946	1.85737387017272	3.18706195354462	0.0	0.0	nan	nan
AT5G43745	13290	53159	108	5708	0.01874562018220042	0.5754716981132075	53.345794392523366	1.1845936405558501	5.388307952880861	8.623819898329702e-06	6.853517098103439e-06	3.0469838208507444e-05	1.2146655113051172e-05
AT5G43830	13294	53175	58	2023	0.028175976272862086	0.13793103448275862	35.49122807017544	2.67498122121012	13.0474781036377	2.450980392156863e-06	4.901960784313726e-06	7.659313725490196e-06	1.5318627450980392e-05
AT5G43880	13297	53187	115	4050	0.028148148148148148	0.3333333333333333	35.526315789473685	1.5290390750590501	4.833364105224611	1.1018661850705194e-05	2.216151544557136e-06	3.0099759201926384e-05	1.4895517780950098e-05
AT5G43900	13298	53191	187	10549	0.01763200303346289	0.6054054054054054	56.71505376344086	0.579126728223193	4.487576055526731	1.9305667472468436e-05	5.734035480996282e-06	1.0577147525676937e-05	2.1883753501400563e-06
AT5G43910	13299	53195	76	2933	0.02557108762359359	0.013157894736842105	39.10666666666667	1.92248792548974	3.7378040313720695	8.169934640522876e-07	1.6339869281045753e-06	0.0	0.0
AT5G43920	13300	53199	79	3341	0.023346303501945526	0.2948717948717949	42.833333333333336	2.6927971044312398	9.89350380897522	5.941770647653e-06	4.2014663172106215e-06	4.262574595055413e-05	0.0
AT5G43930	13301	53203	93	4107	0.022400779157535914	0.3695652173913043	44.641304347826086	1.6497440222522302	13.471519851684599	0.0	0.0	1.5018262206843522e-05	9.686488067448276e-06
AT5G43940	13302	53207	61	2365	0.02536997885835095	0.11475409836065574	39.416666666666664	1.4938421133905602	5.10096001625061	0.0	0.0	4.668534080298786e-05	3.3011521063797734e-05
AT5G43950	13303	53211	96	2137	0.04445484323818437	0.24210526315789474	22.494736842105265	5.678432643678451	25.625219535827604	2.354529774872912e-05	4.847496678307421e-06	4.4401818698493883e-05	2.8638312547238378e-05
AT5G43960	13304	53215	62	3172	0.019230769230769232	0.27419354838709675	52.0	1.2524838971369199	4.823882055282589	5.900508351488745e-06	4.5388525780682645e-06	6.60803537101115e-05	9.907501022726023e-06
AT5G43990	13305	53219	97	4280	0.022429906542056073	0.3711340206185567	44.583333333333336	2.74059211191806	9.30669603347778	9.710168220293583e-06	6.862042460864404e-06	2.5531045751633984e-05	3.4041394335511986e-06
AT5G44000	13306	53223	68	1948	0.034394250513347026	0.058823529411764705	29.07462686567164	1.6890888732381002	4.98420205116272	7.978451797385621e-06	5.145946785831897e-06	0.0	0.0
AT5G44010	13307	53227	50	2735	0.017915904936014627	0.10869565217391304	55.81632653061224	2.8580590332968803	6.33068408966064	0.0	0.0	0.00015522875816993464	4.9019607843137266e-05
AT5G44040	13309	53235	44	1641	0.026203534430225474	0.23684210526315788	38.16279069767442	2.98784657716751	5.19298791885376	1.9720531890917284e-05	9.759132339243169e-06	0.0	0.0
AT5G44070	13310	53239	71	3023	0.023155805491233875	0.08450704225352113	43.18571428571428	1.3668189395684698	4.5832200527191205	0.0	0.0	0.0	0.0
AT5G44090	13311	53243	109	5673	0.019037546271813855	0.32407407407407407	52.52777777777778	0.7291282324218441	4.0993899345398	1.9585459754678125e-05	5.595845644193749e-06	3.851540616246498e-05	1.3409343245887088e-05
AT5G44100	13312	53247	90	3734	0.023835029459025173	0.4444444444444444	41.95505617977528	1.14607348445999	6.251196193695071	2.042483660130719e-05	1.3173623771729657e-05	8.169934640522877e-06	5.777016186164605e-06
AT5G44150	13313	53251	53	1619	0.03211859172328598	0.39215686274509803	31.134615384615383	2.73692874924557	12.525567817688	3.5578747628083496e-05	7.90638836179633e-06	4.1870915032679744e-05	8.421375869317122e-06
AT5G44180	13314	53255	251	7783	0.03212128999100604	0.6260162601626016	31.132	1.01803736728258	5.83657007217407	3.70755186132424e-05	5.63395919492821e-06	6.366182836771073e-06	0.0
AT5G44200	13315	53259	66	2368	0.027449324324324325	0.34375	36.43076923076923	1.60501385176182	5.4111800193786594	2.82057267351385e-05	5.835667600373483e-06	3.249405822935235e-05	9.284016636957812e-06
AT5G44230	13316	53263	110	2441	0.04465383039737812	0.30275229357798167	22.394495412844037	3.52687255419218	7.746466255187991	2.0962332301341588e-05	1.220955526702845e-05	0.0	0.0
AT5G44240	13317	53267	129	6780	0.01887905604719764	0.421875	52.96875	0.771448720071246	4.283050012588499	7.728316551845964e-06	3.824524835649349e-06	1.7020697167755993e-05	2.2694262890341327e-06
AT5G44250	13318	53271	53	1949	0.02668034889687019	0.36	37.48076923076923	1.92899777683474	5.04118208885193	8.297589869281045e-06	1.0906867526191702e-05	3.404139433551198e-06	6.808278867102396e-06
AT5G44280	13319	53275	90	3471	0.02564102564102564	0.35555555555555557	39.0	1.69509999290319	8.98514013290405	1.1268875366238449e-05	3.984149093906623e-06	6.382761437908496e-06	7.659313725490196e-06
AT5G44290	13320	53279	62	3154	0.019340519974635383	0.4	51.704918032786885	1.27124599121949	3.0526279449462903	1.4183914306463327e-05	9.148349841478928e-06	1.702069716775599e-05	1.1792284909918827e-05
AT5G44310	13321	53283	42	1738	0.023590333716915997	0.0	42.390243902439025	3.18053400615851	9.95678405761719	0.0	0.0	nan	nan
AT5G44320	13323	53291	81	2037	0.039273441335297005	0.1125	25.462500000000002	1.07926849080457	2.89653995037079	0.0	0.0	6.808278867102396e-06	1.3616557734204793e-05
AT5G44340	13324	53295	68	1985	0.033753148614609575	0.1044776119402985	29.626865671641788	2.02688034867368	7.802390050888059	0.0	0.0	4.0849673202614376e-05	4.812214782466923e-05
AT5G44370	13325	53299	74	2903	0.025146400275576988	0.08108108108108109	39.76712328767123	1.9982300247748699	5.263588047027589	0.0	0.0	2.3828976034858387e-05	2.8071252897723724e-05
AT5G44510	13334	53335	94	4643	0.020030152918371742	0.7340425531914894	49.924731182795696	0.774408712063698	3.1393579483032203	6.454248366013072e-05	1.609290490489559e-05	2.634507909443971e-05	2.4409785128455417e-06
AT5G44520	13335	53339	48	2151	0.02185030218503022	0.23404255319148937	45.76595744680851	3.42812159949161	14.8163539886475	0.0	0.0	1.8568033273915628e-05	2.228163992869875e-05
AT5G44600	13341	53363	35	1732	0.019630484988452657	0.08571428571428572	50.94117647058823	2.8230082771182103	5.242473983764651	0.0	0.0	0.0	0.0
