chromosome	gene_start	gene_end	gene_ID	start	end	segment_no	mean_h2az	max_h2az
CHR3	17721137	17724140	AT3G48010	17721829	17721897	9777	2.088024998	2.13276
CHR3	17721137	17724140	AT3G48010	17722551	17722638	9778	1.455286026	1.556253028
CHR3	17725410	17728256	AT3G48030	17725669	17726190	9779	1.177786567	1.474056005
CHR3	17725410	17728256	AT3G48030	17727080	17727245	9780	0.947017258	1.057405615
CHR3	17728322	17728878	AT3G07855	17728481	17728493	9781	3.699518085	3.699518085
CHR3	17731337	17733513	AT3G48040	17732547	17733391	9782	0.831639773	1.25682919
CHR3	17733515	17739870	AT3G48050	17734457	17738755	9783	0.459081454	1.517856002
CHR3	17742989	17748785	AT3G48060	17743301	17744065	9784	2.152983997	2.946354008
CHR3	17742989	17748785	AT3G48060	17744569	17747713	9785	0.472273482	1.487412393
CHR3	17750710	17752965	AT3G48070	17751643	17753701	9786	0.965137971	3.418438005
CHR3	17752463	17755190	AT3G48080	17751643	17753701	9787	0.965137971	3.418438005
CHR3	17752463	17755190	AT3G48080	17754501	17754736	9788	7.099566317	8.080735874
CHR3	17755329	17758147	AT3G48090	17756021	17756062	9789	0.739315891	0.752363592
CHR3	17762970	17771146	AT3G48110	17764085	17765775	9790	0.294886999	0.4811638
CHR3	17762970	17771146	AT3G48110	17766791	17770843	9791	0.340936759	0.905702382
CHR3	17772057	17774739	AT3G48120	17773192	17774319	9792	0.353150293	0.444621009
CHR3	17779507	17782682	AT3G48150	17779967	17781023	9793	0.594719686	1.057151806
CHR3	17779507	17782682	AT3G48150	17781645	17782033	9794	5.158769085	8.592454052
CHR3	17783331	17786160	AT3G48160	17784486	17784693	9795	1.887618375	2.357411981
CHR3	17783331	17786160	AT3G48160	17784962	17785019	9796	0.887227583	0.969861579
CHR3	17785854	17790026	AT3G48170	17787829	17789335	9797	0.63906509	1.831865978
CHR3	17797628	17800168	AT3G48187	17797912	17798422	9798	2.09372875	2.574308014
CHR3	17797628	17800168	AT3G48187	17799554	17800373	9799	3.228821963	6.115990019
CHR3	17798981	17800373	AT3G07875	17799554	17800373	9800	3.228821963	6.115990019
CHR3	17801289	17828553	AT3G48190	17801989	17823836	9801	0.300439473	4.50398798
CHR3	17801289	17828553	AT3G48190	17824593	17827741	9802	0.351872038	1.315187418
CHR3	17828572	17832759	AT3G48195	17828869	17832197	9803	0.459906532	3.42675395
CHR3	17832770	17837998	AT3G48200	17833455	17833681	9804	3.092837582	3.855093956
CHR3	17832770	17837998	AT3G48200	17834381	17834857	9805	1.521976267	2.30939002
CHR3	17832770	17837998	AT3G48200	17835583	17836179	9806	4.567652618	8.974138069
CHR3	17849351	17851785	AT3G48210	17850239	17851785	9807	0.751901597	1.468771201
CHR3	17855112	17858120	AT3G48230	17857121	17857737	9808	6.710141128	14.67445421
CHR3	17869515	17872032	AT3G48250	17869985	17871111	9809	0.892328185	1.172077394
CHR3	17872820	17875530	AT3G48260	17873059	17873155	9810	3.609903336	4.301857996
CHR3	17872820	17875530	AT3G48260	17874240	17874535	9811	2.655934245	2.949119973
CHR3	17882465	17884515	AT3G48290	17883051	17883447	9812	8.746964544	11.90958023
CHR3	17885465	17887272	AT3G48300	17886024	17886061	9813	4.034083033	4.107522011
CHR3	17891134	17892847	AT3G48320	17891471	17891527	9814	2.030548966	2.637011957
CHR3	17891134	17892847	AT3G48320	17892483	17892693	9815	0.279087682	0.3906764
CHR3	17892738	17894162	AT3G48330	17893149	17893263	9816	0.348234998	0.5424088
CHR3	17897506	17899351	AT3G48340	17897739	17897818	9817	1.947530031	2.091130018
CHR3	17905725	17907690	AT3G48350	17906697	17907126	9818	2.47546418	3.75506196
CHR3	17907767	17910738	AT3G48360	17908051	17908269	9819	1.455436392	1.578124976
CHR3	17916416	17920315	AT3G48380	17917211	17919941	9820	0.447553635	1.384285998
CHR3	17920795	17923496	AT3G48390	17921669	17921711	9821	4.414117956	4.762247944
CHR3	17920795	17923496	AT3G48390	17922449	17922562	9822	3.270844507	4.587491965
CHR3	17923551	17928280	AT3G48410	17923867	17923908	9823	8.360290051	8.576008034
CHR3	17923551	17928280	AT3G48410	17924208	17924251	9824	2.906977987	2.906977987
CHR3	17923551	17928280	AT3G48410	17924739	17925314	9825	1.089828448	2.705259776
CHR3	17923551	17928280	AT3G48410	17925521	17926401	9826	4.014699272	8.125222015
CHR3	17923678	17925589	AT3G48400	17923867	17923908	9827	8.360290051	8.576008034
CHR3	17923678	17925589	AT3G48400	17924208	17924251	9828	2.906977987	2.906977987
CHR3	17923678	17925589	AT3G48400	17924739	17925314	9829	1.089828448	2.705259776
CHR3	17923678	17925589	AT3G48400	17925521	17926401	9830	4.014699272	8.125222015
CHR3	17931705	17934744	AT3G48425	17932843	17934514	9831	1.459626267	3.30116806
CHR3	17935256	17940792	AT3G48430	17936711	17940479	9832	0.508670711	1.492516613
CHR3	17941046	17943855	AT3G48440	17942329	17943855	9833	1.501333121	4.453532076
CHR3	17943933	17945138	AT3G48450	17943933	17943999	9834	1.121868381	1.305465174
CHR3	17943933	17945138	AT3G48450	17944798	17944821	9835	4.031228971	4.406995964
CHR3	17951626	17956920	AT3G48470	17952991	17956432	9836	0.573800455	2.617323416
CHR3	17954727	17956096	AT3G48475	17952991	17956432	9837	0.573800455	2.617323416
CHR3	17956936	17959124	AT3G48480	17957387	17958111	9838	1.931753168	2.324108005
CHR3	17962080	17965723	AT3G48500	17964001	17964063	9839	1.205090988	1.241623986
CHR3	17962080	17965723	AT3G48500	17964323	17964393	9840	0.921649319	0.946874416
CHR3	17962080	17965723	AT3G48500	17964845	17965372	9841	1.071455106	1.239680803
CHR3	17987378	17989763	AT3G48530	17988114	17988899	9842	0.928918613	2.074177635
CHR3	17989798	17992039	AT3G48540	17990533	17990627	9843	0.963098808	1.011575615
CHR3	18001283	18003749	AT3G48560	18001692	18002645	9844	0.378845772	0.720263612
CHR3	18007098	18008535	AT3G48580	18007691	18007756	9845	0.636485074	0.691690409
CHR3	18007098	18008535	AT3G48580	18008161	18008233	9846	0.287145992	0.32628839
CHR3	18030669	18034065	AT3G48670	18031688	18033801	9847	1.949544833	5.642846107
CHR3	18034935	18037041	AT3G48680	18036067	18036709	9848	1.331878714	2.862986767
CHR3	18040675	18044368	AT3G48710	18042175	18043573	9849	0.319210273	0.459200203
CHR3	18049571	18051778	AT3G48730	18050735	18051533	9850	1.005818639	4.383201176
CHR3	18071454	18074641	AT3G48750	18072493	18074123	9851	0.519939437	1.113385415
CHR3	18075705	18078363	AT3G48760	18076859	18077890	9852	1.293626584	4.12299993
CHR3	18078452	18087414	AT3G48770	18079463	18080188	9853	7.557754353	14.91304588
CHR3	18078452	18087414	AT3G48770	18080593	18082389	9854	5.121638977	18.37868004
CHR3	18078452	18087414	AT3G48770	18086194	18086372	9855	1.546612349	1.976259995
CHR3	18089020	18093252	AT3G48780	18090011	18091671	9856	0.508232019	1.504229814
CHR3	18093267	18095329	AT3G48790	18093633	18094197	9857	3.18180569	5.913610029
CHR3	18097010	18099721	AT3G48810	18097665	18099047	9858	1.569683413	4.106328011
CHR3	18099712	18102941	AT3G48820	18099808	18099939	9859	0.502141397	0.544390398
CHR3	18099712	18102941	AT3G48820	18101039	18102053	9860	0.502245538	0.646905798
CHR3	18103141	18106460	AT3G48830	18103909	18106460	9861	0.715326461	1.486743999
CHR3	18107490	18110289	AT3G48835	18108073	18109119	9862	2.02814374	3.431774044
CHR3	18117237	18122812	AT3G48860	18118520	18121863	9863	1.061631849	6.943674159
CHR3	18117237	18122812	AT3G48860	18122558	18125511	9864	0.498045557	0.902885008
CHR3	18122118	18126742	AT3G48870	18122558	18125511	9865	0.498045557	0.902885008
CHR3	18126788	18129251	AT3G48880	18127869	18129251	9866	1.588986562	3.170028019
CHR3	18129452	18131592	AT3G48890	18130485	18131363	9867	1.108040188	2.669141185
CHR3	18131808	18136485	AT3G48900	18134884	18134976	9868	2.63035802	2.856032038
CHR3	18139172	18140772	AT3G48920	18139579	18139857	9869	2.892951509	3.486268091
CHR3	18147671	18150058	AT3G48950	18149382	18149725	9870	10.80157673	20.0955966
CHR3	18155087	18158417	AT3G48980	18156805	18156873	9871	1.144961601	1.237163806
CHR3	18155087	18158417	AT3G48980	18157529	18158137	9872	1.322090537	2.065639997
CHR3	18158565	18161486	AT3G48990	18159000	18159113	9873	1.564061891	1.751871991
CHR3	18162560	18165986	AT3G49000	18163833	18164598	9874	0.585625783	0.823441583
CHR3	18162560	18165986	AT3G49000	18165259	18165761	9875	0.685378831	0.867222798
CHR3	18166708	18168700	AT3G49010	18167263	18167689	9876	0.634369333	1.182971609
CHR3	18169079	18170660	AT3G49020	18169442	18169539	9877	4.224100669	4.46957798
CHR3	18180907	18184048	AT3G49050	18182041	18182309	9878	0.382532338	0.454480195
CHR3	18180907	18184048	AT3G49050	18183042	18183117	9879	1.510416458	1.551097989
CHR3	18180907	18184048	AT3G49050	18183483	18183529	9880	1.029001999	1.107420993
CHR3	18185109	18186968	AT3G49055	18185362	18185447	9881	5.38447603	6.624330044
CHR3	18185109	18186968	AT3G49055	18186173	18186868	9882	2.334336918	2.477499962
CHR3	18186898	18192145	AT3G49060	18187453	18190959	9883	0.563598712	2.39377799
CHR3	18194154	18196784	AT3G49080	18194422	18196039	9884	0.637399543	1.464109373
CHR3	18196308	18198492	AT3G49100	18197432	18198278	9885	0.699841872	1.655776
CHR3	18210453	18211708	AT3G49130	18211223	18211500	9886	2.869587648	3.996663952
CHR3	18211863	18215743	AT3G49140	18212187	18212977	9887	0.804781391	1.57563777
CHR3	18211863	18215743	AT3G49140	18214579	18214815	9888	0.479225329	0.5497334
CHR3	18215788	18217884	AT3G49142	18216097	18216873	9889	1.639590832	4.012406015
CHR3	18221794	18224905	AT3G49160	18222397	18224163	9890	0.676850827	2.26156168
CHR3	18226827	18229610	AT3G49170	18227560	18228715	9891	1.009389088	1.910732031
CHR3	18229747	18232004	AT3G49180	18230677	18230821	9892	0.608770697	0.715760392
CHR3	18229747	18232004	AT3G49180	18231521	18231781	9893	0.997539436	1.089321196
CHR3	18255960	18260998	AT3G49250	18257511	18257533	9894	0.414626396	0.414626396
CHR3	18255960	18260998	AT3G49250	18258719	18259860	9895	0.987831305	1.601650023
CHR3	18255961	18258203	AT3G49240	18257511	18257533	9896	0.414626396	0.414626396
CHR3	18272283	18275442	AT3G49290	18273520	18274867	9897	1.897752125	5.317944074
CHR3	18284787	18288118	AT3G49310	18285309	18287285	9898	0.670007127	1.229361796
CHR3	18288172	18290672	AT3G49320	18288808	18290007	9899	1.391706809	2.993098044
CHR3	18291339	18292267	AT3G49330	18291743	18291761	9900	4.075060987	4.104846001
CHR3	18296990	18300189	AT3G49350	18297819	18298954	9901	0.334936228	0.737920806
CHR3	18304637	18308091	AT3G49370	18305606	18306295	9902	1.745712352	4.808718717
CHR3	18314006	18318041	AT3G49390	18315144	18316237	9903	0.656330864	1.762278211
CHR3	18319060	18324624	AT3G49400	18319229	18321295	9904	1.19412239	3.921004057
CHR3	18319060	18324624	AT3G49400	18322018	18323057	9905	0.436958134	0.894188005
CHR3	18324705	18329350	AT3G49410	18325330	18329267	9906	1.856152369	4.894046068
CHR3	18329330	18331431	AT3G49420	18330109	18331107	9907	0.857942018	1.158353209
CHR3	18331509	18335154	AT3G49430	18332541	18334555	9908	0.310026979	1.301817989
CHR3	18337305	18338542	AT3G49450	18337305	18337389	9909	3.257313937	3.471872044
CHR3	18337305	18338542	AT3G49450	18338346	18338371	9910	1.315393996	1.366506004
CHR3	18340934	18342644	AT3G49470	18341977	18342179	9911	10.42450718	13.37681789
CHR3	18340934	18342644	AT3G49470	18342621	18342839	9912	2.691637592	2.746593952
CHR3	18342544	18344137	AT3G49480	18342621	18342839	9913	2.691637592	2.746593952
CHR3	18344738	18348730	AT3G49490	18345241	18347669	9914	0.725001101	2.487716007
CHR3	18348974	18353673	AT3G49500	18349297	18352513	9915	2.042613835	15.82625999
CHR3	18353891	18355057	AT3G49510	18354653	18354959	9916	0.929094362	1.179493594
CHR3	18362443	18364959	AT3G49530	18362731	18363478	9917	0.761453907	1.181230992
CHR3	18369342	18369932	AT3G08065	18369342	18369932	9918	0.451458982	0.479946393
CHR3	18377409	18380369	AT3G49590	18378277	18379122	9919	0.853730003	1.680516028
CHR3	18377409	18380369	AT3G49590	18379813	18379845	9920	2.16662659	2.16662659
CHR3	18380417	18387239	AT3G49600	18380725	18386287	9921	0.522931378	2.322451782
CHR3	18387267	18389571	AT3G49601	18388107	18388611	9922	0.361359089	0.470802402
CHR3	18400257	18402962	AT3G49640	18400243	18401763	9923	0.431189089	0.904625797
CHR3	18404842	18409784	AT3G49650	18405319	18407472	9924	0.518427211	1.204211009
CHR3	18404842	18409784	AT3G49650	18408333	18408391	9925	0.717176503	0.719351006
CHR3	18417568	18421263	AT3G49670	18419701	18419890	9926	2.147537172	2.672646379
CHR3	18422542	18425758	AT3G49680	18424147	18425398	9927	0.892130198	2.713875961
CHR3	18437845	18440010	AT3G49710	18438423	18440008	9928	1.099596645	3.647713995
CHR3	18440003	18442211	AT3G49720	18438423	18440008	9929	1.099596645	3.647713995
CHR3	18440003	18442211	AT3G49720	18440565	18441255	9930	0.894982195	1.489151794
CHR3	18442228	18445457	AT3G49725	18442540	18444321	9931	2.631723854	9.157895899
CHR3	18445546	18450181	AT3G49730	18446095	18446853	9932	1.155591855	1.713505208
CHR3	18445546	18450181	AT3G49730	18448679	18449801	9933	1.997285251	6.429788017
CHR3	18447725	18450136	AT3G49740	18448679	18449801	9934	1.997285251	6.429788017
CHR3	18471625	18473771	AT3G49800	18471940	18472721	9935	0.984158883	1.777901006
CHR3	18474305	18477032	AT3G49810	18474965	18475199	9936	0.763391243	1.084028012
CHR3	18484513	18487043	AT3G49840	18485716	18486559	9937	0.888275802	1.087149382
CHR3	18488993	18490997	AT3G49850	18490163	18490706	9938	0.931574804	1.61849401
CHR3	18492274	18494285	AT3G49870	18492849	18493601	9939	1.874560587	4.151707983
CHR3	18496182	18498901	AT3G49880	18497021	18498325	9940	0.693160187	2.228708029
CHR3	18499164	18500722	AT3G49890	18499757	18501147	9941	1.001077997	1.565818214
CHR3	18500575	18502778	AT3G49900	18499757	18501147	9942	1.001077997	1.565818214
CHR3	18505481	18507835	AT3G49920	18506001	18506041	9943	0.666290408	0.666290408
CHR3	18505481	18507835	AT3G49920	18506684	18506827	9944	0.500873189	0.632078391
CHR3	18527061	18529525	AT3G49970	18527857	18528658	9945	2.762276931	3.697031975
CHR3	18532301	18534415	AT3G49990	18532639	18533473	9946	0.490890657	0.788266003
CHR3	18534450	18537073	AT3G50000	18535517	18535831	9947	1.87390194	2.488962197
CHR3	18546444	18548240	AT3G50030	18547187	18547473	9948	3.131292874	3.260247993
CHR3	18549204	18551375	AT3G50040	18549648	18550372	9949	1.547338755	2.342356038
CHR3	18553941	18557460	AT3G50050	18554737	18556365	9950	0.760081884	1.362847173
CHR3	18572624	18574548	AT3G50080	18573651	18573939	9951	0.868024383	0.967705226
CHR3	18575432	18577336	AT3G50090	18576889	18576975	9952	6.606415955	13.56763391
CHR3	18578306	18580686	AT3G50100	18579556	18583693	9953	1.12862747	4.971085978
CHR3	18580609	18584813	AT3G50110	18579556	18583693	9954	1.12862747	4.971085978
CHR3	18614112	18616489	AT3G50210	18614445	18615391	9955	0.568128299	0.91102581
CHR3	18620450	18623251	AT3G50230	18622907	18622943	9956	5.147067928	5.147067928
CHR3	18623254	18628914	AT3G50240	18624165	18624283	9957	1.366322815	1.548512828
CHR3	18623254	18628914	AT3G50240	18625069	18627592	9958	1.13322611	1.765980208
CHR3	18674137	18675761	AT3G50360	18675329	18675605	9959	0.5410055	0.609710401
CHR3	18675998	18684377	AT3G50370	18676560	18683705	9960	0.711415041	2.776503992
CHR3	18686368	18700710	AT3G50380	18686925	18687009	9961	2.070157631	2.379238033
CHR3	18686368	18700710	AT3G50380	18688077	18691966	9962	0.276453955	0.705883017
CHR3	18686368	18700710	AT3G50380	18692970	18697981	9963	0.335245412	0.860884994
CHR3	18686368	18700710	AT3G50380	18698791	18699749	9964	0.706303142	1.487842011
CHR3	18710871	18713649	AT3G50420	18711999	18712312	9965	1.006453634	1.338316429
CHR3	18710871	18713649	AT3G50420	18712721	18712827	9966	0.857579867	0.904909801
CHR3	18713676	18717409	AT3G50430	18714451	18716665	9967	0.430318799	1.180168593
CHR3	18727666	18728810	AT3G50460	18728545	18728687	9968	2.941523993	4.131701994
CHR3	18728935	18730497	AT3G50470	18729941	18730497	9969	0.998816131	1.708848023
CHR3	18741444	18744174	AT3G50500	18741931	18742962	9970	0.817822859	2.510334015
CHR3	18747954	18749674	AT3G50520	18748606	18748855	9971	1.743758742	2.095678401
CHR3	18753337	18757145	AT3G50530	18755405	18757047	9972	1.590480958	5.257261944
CHR3	18759348	18760711	AT3G50550	18760309	18760401	9973	0.951819223	1.054024029
CHR3	18761006	18764056	AT3G50560	18761191	18761287	9974	1.36131107	1.63880682
CHR3	18761006	18764056	AT3G50560	18761970	18762032	9975	1.476227504	1.667589998
CHR3	18766749	18767607	AT3G50570	18766749	18767167	9976	1.17330458	1.674288011
CHR3	18770872	18779502	AT3G50590	18772102	18778909	9977	0.33385453	1.077431619
CHR3	18784660	18786952	AT3G50620	18785105	18786030	9978	0.706524747	0.916554606
CHR3	18803665	18804731	AT3G50640	18804429	18804481	9979	1.976259995	2.028449988
CHR3	18826160	18829684	AT3G50670	18826543	18828169	9980	0.381984711	1.324537253
CHR3	18834927	18837395	AT3G50690	18835247	18836439	9981	0.850441834	1.804312623
CHR3	18845123	18846905	AT3G50710	18846192	18846251	9982	2.72045995	2.821359944
CHR3	18847519	18849430	AT3G50720	18847917	18848027	9983	2.999469415	3.129944062
CHR3	18879893	18882237	AT3G50790	18880620	18880761	9984	0.837647504	0.902884805
CHR3	18919327	18922301	AT3G50910	18920549	18922191	9985	0.854826011	1.865621996
CHR3	18935674	18938799	AT3G50950	18936266	18936439	9986	0.916281411	1.279035437
CHR3	18935674	18938799	AT3G50950	18936736	18939001	9987	0.778784717	2.167604017
CHR3	18935873	18938239	AT3G08170	18936266	18936439	9988	0.916281411	1.279035437
CHR3	18935873	18938239	AT3G08170	18936736	18939001	9989	0.778784717	2.167604017
CHR3	18938697	18940428	AT3G50960	18936736	18939001	9990	0.778784717	2.167604017
CHR3	18952073	18953801	AT3G51040	18952649	18953071	9991	0.903986482	1.351962012
CHR3	18953842	18957963	AT3G51050	18954325	18955271	9992	0.536300618	1.419814789
CHR3	18953842	18957963	AT3G51050	18955921	18957659	9993	0.486276643	1.293707609
CHR3	18968649	18972870	AT3G51075	18969213	18969253	9994	1.3077308	1.560234797
CHR3	18968649	18972870	AT3G51075	18970573	18970763	9995	2.368986828	3.424236858
CHR3	18968649	18972870	AT3G51075	18971321	18971575	9996	1.02823566	1.286064184
CHR3	18969068	18972554	AT3G51070	18969213	18969253	9997	1.3077308	1.560234797
CHR3	18969068	18972554	AT3G51070	18970573	18970763	9998	2.368986828	3.424236858
CHR3	18969068	18972554	AT3G51070	18971321	18971575	9999	1.02823566	1.286064184
CHR3	18977924	18980053	AT3G51090	18978382	18978859	10000	0.6003456	2.130217022
CHR3	18980217	18982407	AT3G51100	18981085	18981491	10001	0.724686576	1.142958999
CHR3	18983626	18985869	AT3G51110	18984864	18985497	10002	1.871787615	4.338717937
CHR3	18986026	18992074	AT3G51120	18986191	18987701	10003	0.422843158	1.767969239
CHR3	18986026	18992074	AT3G51120	18988009	18990659	10004	0.315227212	1.222982407
CHR3	18994026	18997590	AT3G51130	18995117	18996681	10005	0.355797561	0.570485198
CHR3	18997600	18999904	AT3G51140	18998273	18999215	10006	2.57811406	5.493060398
CHR3	19000677	19006807	AT3G51150	19002018	19003920	10007	2.041407314	4.825245953
CHR3	19000677	19006807	AT3G51150	19004465	19006040	10008	4.135734121	12.29909601
CHR3	19013389	19016347	AT3G51180	19015223	19015376	10009	0.597276708	1.283880436
CHR3	19028106	19030676	AT3G51250	19029571	19030320	10010	2.238505921	8.516890001
CHR3	19030926	19033134	AT3G51260	19031927	19032440	10011	0.679899982	1.398689222
CHR3	19033542	19037012	AT3G51270	19034419	19036181	10012	0.433653242	0.744811004
CHR3	19039512	19044371	AT3G51290	19041549	19042465	10013	3.725757418	8.55731802
CHR3	19044331	19049454	AT3G51310	19044953	19048410	10014	0.304534534	0.705657199
CHR3	19049543	19051647	AT3G51320	19050087	19050445	10015	1.619886769	2.109785771
CHR3	19051829	19053259	AT3G51325	19052243	19052477	10016	2.842209681	3.167402029
CHR3	19053272	19056447	AT3G51330	19053759	19053785	10017	2.722878027	2.722878027
CHR3	19053272	19056447	AT3G51330	19054713	19055059	10018	0.713120731	0.812670612
CHR3	19056766	19060087	AT3G51340	19057155	19057261	10019	2.738124657	2.826049995
CHR3	19056766	19060087	AT3G51340	19058049	19059325	10020	3.177191543	6.313528061
CHR3	19060261	19063538	AT3G51350	19060656	19060867	10021	2.565426385	3.092964029
CHR3	19060261	19063538	AT3G51350	19061378	19062567	10022	1.730037971	3.304979503
CHR3	19064203	19066734	AT3G51360	19065515	19065909	10023	2.994367753	5.554407978
CHR3	19073434	19073556	AT3G51375	19073511	19073542	10024	1.897624016	1.897624016
CHR3	19075544	19078120	AT3G51390	19076684	19077159	10025	0.353797924	0.481877393
CHR3	19083980	19086300	AT3G51420	19085721	19085807	10026	1.855021985	2.042125988
CHR3	19092518	19097437	AT3G51460	19094683	19096619	10027	0.4366839	1.485920382
CHR3	19100676	19104844	AT3G51480	19101541	19104844	10028	2.36848726	6.089760017
CHR3	19104885	19107797	AT3G51490	19104885	19106868	10029	2.625887304	13.05925999
CHR3	19110596	19112760	AT3G51520	19111953	19112233	10030	0.650634671	0.826341006
CHR3	19112694	19114643	AT3G51530	19112853	19113734	10031	0.802890868	1.213946617
CHR3	19115184	19117461	AT3G51540	19116448	19116486	10032	6.241567993	6.889640045
CHR3	19115184	19117461	AT3G51540	19116799	19116863	10033	1.574891321	1.773269963
CHR3	19117584	19120949	AT3G51550	19118172	19119931	10034	1.127972807	3.160968018
CHR3	19121687	19125913	AT3G51560	19123649	19123829	10035	2.205397177	2.691506004
CHR3	19126329	19130705	AT3G51570	19127257	19127473	10036	2.734794793	3.004239988
CHR3	19126329	19130705	AT3G51570	19128204	19129173	10037	2.044555715	3.061912012
CHR3	19130768	19133435	AT3G51580	19131237	19131665	10038	0.555458757	0.967253804
CHR3	19130768	19133435	AT3G51580	19132573	19132670	10039	0.502288731	0.702425402
CHR3	19138338	19139423	AT3G51600	19138847	19139047	10040	0.955252757	1.34240098
CHR3	19139478	19142125	AT3G51610	19140383	19141163	10041	0.462951225	0.623401409
CHR3	19143334	19148244	AT3G51620	19145098	19147505	10042	0.521008975	1.663118809
CHR3	19148871	19152193	AT3G51630	19150136	19152124	10043	0.471664085	0.983698013
CHR3	19153734	19157394	AT3G51640	19154445	19156981	10044	0.413428766	1.338714409
CHR3	19158851	19163222	AT3G51650	19159599	19162115	10045	0.538103181	1.151156414
CHR3	19179266	19181189	AT3G51700	19180461	19181065	10046	2.460865083	3.147970009
CHR3	19186666	19188733	AT3G51730	19187387	19188409	10047	0.813698989	1.262497985
CHR3	19188844	19192161	AT3G51740	19189901	19189940	10048	6.950756073	6.950756073
CHR3	19199750	19204464	AT3G51770	19200484	19200724	10049	0.441723431	0.499863005
CHR3	19199750	19204464	AT3G51770	19201573	19202146	10050	0.31270444	0.430709204
CHR3	19199750	19204464	AT3G51770	19202941	19203059	10051	1.182101685	1.508288181
CHR3	19206768	19208648	AT3G51780	19207039	19207421	10052	0.803637779	1.073773599
CHR3	19210914	19213776	AT3G51800	19212025	19212109	10053	0.211395267	0.239862597
CHR3	19215930	19219128	AT3G51820	19217079	19217120	10054	1.525051999	1.590623999
CHR3	19220116	19225280	AT3G51830	19221247	19222202	10055	0.299845678	0.383290598
CHR3	19220116	19225280	AT3G51830	19223183	19224041	10056	0.357095763	0.502513993
CHR3	19220116	19225280	AT3G51830	19224639	19224683	10057	1.238641584	1.652681774
CHR3	19225360	19229341	AT3G51840	19225592	19227169	10058	0.521766958	1.691823602
CHR3	19225360	19229341	AT3G51840	19228257	19228313	10059	0.547501999	0.567073196
CHR3	19232358	19235891	AT3G51850	19233657	19235589	10060	0.569600456	1.020773983
CHR3	19239305	19242913	AT3G51860	19242069	19242097	10061	1.735999799	1.735999799
CHR3	19243902	19246936	AT3G51870	19244923	19245691	10062	1.170796625	1.578279996
CHR3	19271347	19273064	AT3G51930	19272193	19272215	10063	29.33900032	30.65980034
CHR3	19273339	19275338	AT3G51940	19273617	19274415	10064	0.550029497	0.844064593
CHR3	19284339	19285582	AT3G51970	19284907	19284951	10065	1.137591791	1.137591791
CHR3	19301778	19304253	AT3G52030	19302791	19302972	10066	0.398687235	0.487105602
CHR3	19304886	19309651	AT3G52050	19306067	19309374	10067	0.432329044	1.125563002
CHR3	19314966	19317988	AT3G52080	19315311	19315567	10068	2.39065901	2.588235998
CHR3	19314966	19317988	AT3G52080	19315984	19316585	10069	3.56488571	6.954071999
CHR3	19314966	19317988	AT3G52080	19316769	19316809	10070	1.268700981	1.286919975
CHR3	19319223	19322985	AT3G52100	19321065	19322440	10071	1.066745018	3.197499812
CHR3	19328490	19331970	AT3G52120	19330160	19330983	10072	0.898730287	2.014529389
CHR3	19328490	19331970	AT3G52120	19331835	19331970	10073	0.408040345	0.427435595
CHR3	19332011	19332597	AT3G52130	19332011	19332409	10074	0.328797195	0.554998201
CHR3	19332093	19332534	AT3G08245	19332011	19332409	10075	0.328797195	0.554998201
CHR3	19332828	19341739	AT3G52140	19334533	19341157	10076	0.382518026	2.227763987
CHR3	19343537	19345517	AT3G52155	19345037	19345177	10077	0.679803959	0.723571211
CHR3	19344972	19346668	AT3G52160	19345037	19345177	10078	0.679803959	0.723571211
CHR3	19344972	19346668	AT3G52160	19345527	19346361	10079	2.546561727	5.982452011
CHR3	19346752	19349555	AT3G52170	19347216	19348552	10080	1.490655331	2.510958028
CHR3	19349600	19353728	AT3G52180	19349948	19349991	10081	15.90224807	16.20147009
CHR3	19349600	19353728	AT3G52180	19350855	19351315	10082	0.762615441	0.847148407
CHR3	19349600	19353728	AT3G52180	19352177	19352263	10083	1.226212196	1.311209989
CHR3	19353867	19357261	AT3G52190	19354641	19355211	10084	0.37439241	0.495803791
CHR3	19360129	19366417	AT3G52200	19362303	19365090	10085	0.299168581	0.753853601
CHR3	19360129	19366417	AT3G52200	19365849	19365915	10086	0.724258945	0.865917015
CHR3	19366984	19369494	AT3G52210	19368419	19368934	10087	0.410374549	0.529872602
CHR3	19369362	19371074	AT3G52220	19369617	19369941	10088	0.996094744	1.369909203
CHR3	19372634	19375960	AT3G52240	19373183	19375111	10089	0.523387934	1.54561184
CHR3	19376138	19383369	AT3G52250	19377561	19382317	10090	0.416978509	1.122082984
CHR3	19383266	19386553	AT3G52260	19383767	19384030	10091	0.368660434	0.469903401
CHR3	19383266	19386553	AT3G52260	19384872	19385562	10092	0.407493249	0.780381191
CHR3	19386983	19388944	AT3G52270	19387593	19387745	10093	2.381964511	2.598309994
CHR3	19396424	19398444	AT3G52300	19397435	19397577	10094	0.574258193	0.614891791
CHR3	19399188	19402981	AT3G52310	19402017	19402531	10095	1.685984949	2.178248
CHR3	19404955	19406207	AT3G52330	19405787	19405841	10096	3.512380052	3.655032063
CHR3	19406853	19409457	AT3G52340	19408019	19408714	10097	1.593380902	2.526654005
CHR3	19409606	19410148	AT3G52350	19409649	19409676	10098	1.778566203	1.862132001
CHR3	19422988	19425257	AT3G52390	19423567	19424143	10099	1.548230188	2.008277965
CHR3	19431095	19434450	AT3G52430	19433793	19434241	10100	1.068015733	1.248326397
