segment_no	gene_ID	chromosome	gene_start	gene_end	start	end	mean_h2az	max_h2az
5484	AT3G23300	3	8332797	8336235	8333855	8335833	0.485473296	1.304749966
5485	AT3G23310	3	8338871	8343737	8339602	8343736	0.431238629	1.304749966
5486	AT3G23330	3	8347127	8349514	8347948	8348050	0.953341663	0.994093001
5487	AT3G23370	3	8357569	8361171	8358852	8359700	1.069369407	1.983219981
5488	AT3G23400	3	8376444	8378364	8377002	8377524	0.549714267	1.043799996
5489	AT3G23430	3	8387398	8393467	8388652	8388850	0.808943748	1.043799996
5490	AT3G23450	3	8410048	8412213	8410821	8411812	0.294864237	0.527612984
5491	AT3G23480	3	8418778	8422975	8421752	8422786	1.054008099	3.131390095
5492	AT3G23490	3	8422649	8424652	8422658	8423712	0.532081269	1.217759967
5493	AT3G23530	3	8436436	8442847	8439452	8439700	1.104107827	1.461320043
5494	AT3G23540	3	8443233	8448341	8444434	8448274	0.434946948	2.013040066
5495	AT3G23550	3	8448273	8450799	8448273	8448600	0.774673279	1.164240003
5496	AT3G23590	3	8467398	8473627	8468400	8473200	0.776329479	10.30749989
5497	AT3G23600	3	8473627	8476024	8474752	8475592	0.497310872	0.894684017
5498	AT3G23620	3	8480025	8482222	8480927	8481700	0.65511612	1.435220003
5499	AT3G23640	3	8501556	8509649	8502511	8509465	0.439215965	1.971619964
5500	AT3G23650	3	8510689	8511196	8510755	8511189	0.745689998	1.109040022
5501	AT3G23660	3	8513453	8517944	8513774	8517019	0.343343699	2.087599993
5502	AT3G23670	3	8519136	8525289	8522702	8525050	1.053740496	2.435529947
5503	AT3G23680	3	8526366	8527173	8526375	8527144	0.481707929	1.192909956
5504	AT3G23685	3	8527239	8528317	8527315	8528100	0.372731245	1.017699957
5505	AT3G23690	3	8528609	8531358	8528987	8529900	0.459407314	0.876044989
5506	AT3G23710	3	8533848	8536541	8535236	8535850	0.584818771	0.835038006
5507	AT3G23750	3	8558060	8561766	8559476	8561150	0.41986365	1.252560019
5508	AT3G23790	3	8575051	8581331	8575952	8580949	0.465225137	1.826650023
5509	AT3G23810	3	8587622	8589754	8588241	8588300	0.864251018	0.918542027
5510	AT3G23830	3	8606429	8608297	8606702	8607050	0.829460289	1.722270012
5511	AT3G23900	3	8631482	8636066	8631710	8635244	0.777581466	7.828479767
5512	AT3G23910	3	8636331	8639580	8636952	8638302	0.521991087	0.996352017
5513	AT3G23920	3	8641181	8644449	8643004	8644000	0.630789048	3.392339945
5514	AT3G23940	3	8648669	8652605	8649648	8652331	0.794913745	3.392339945
5515	AT3G23980	3	8662413	8668040	8662766	8666937	0.395089366	1.565700054
5516	AT3G23990	3	8668772	8672578	8670002	8672000	0.609119199	2.087599993
5517	AT3G24000	3	8672718	8674881	8674052	8674650	0.930606666	1.863919973
5518	AT3G24010	3	8675905	8678286	8676502	8677599	0.384142683	0.687958002
5519	AT3G24040	3	8680877	8683289	8681102	8682329	0.589303281	1.130779982
5520	AT3G24070	3	8693061	8694770	8693898	8694481	0.53736623	1.043799996
5521	AT3G24080	3	8694867	8697142	8695665	8696233	0.757429754	1.043799996
5522	AT3G24150	3	8724097	8725986	8724380	8724500	0.725237002	1.043799996
5523	AT3G24160	3	8726056	8729427	8726998	8729139	0.380276497	1.565700054
5524	AT3G24170	3	8729354	8734624	8729799	8733675	0.365745927	2.087599993
5525	AT3G24180	3	8734611	8741819	8735602	8740700	0.418110994	2.435529947
5526	AT3G24190	3	8743113	8747901	8744452	8747550	0.669579708	3.131390095
5527	AT3G24200	3	8747831	8751685	8748352	8750792	0.646031281	4.175189972
5528	AT3G24255	3	8788814	8793371	8790352	8790600	0.824294811	1.565700054
5529	AT3G24320	3	8822924	8829728	8824052	8828739	0.592539062	4.43614006
5530	AT3G24340	3	8831935	8835829	8832952	8833750	1.045469809	1.774459958
5531	AT3G24350	3	8837542	8839702	8838352	8839698	0.582841183	1.043799996
5532	AT3G24360	3	8839670	8842929	8839697	8841300	1.112351996	2.870440006
5533	AT3G24430	3	8868583	8872346	8868852	8871300	1.199971766	3.510960102
5534	AT3G24440	3	8875784	8878481	8876552	8877282	0.437010695	1.109040022
5535	AT3G24460	3	8885818	8893203	8887102	8887200	0.98070851	1.118350029
5536	AT3G24515	3	8934408	8936298	8934710	8935400	0.84040744	1.342030048
5537	AT3G24514	3	8937382	8938949	8938212	8938687	0.2842106	0.730657995
5538	AT3G24517	3	8938106	8938641	8938212	8938623	0.253934888	0.730657995
5539	AT3G24530	3	8945385	8948017	8945684	8947125	0.841999106	2.408760071
5540	AT3G24550	3	8960095	8963568	8961786	8963100	0.568796344	1.739660025
5541	AT3G24560	3	8963770	8966616	8964752	8966610	1.043769162	2.544260025
5542	AT3G24570	3	8966521	8968676	8966559	8967816	0.751184147	2.400729895
5543	AT3G24590	3	8970632	8972464	8971749	8972423	0.565247268	1.623690009
5544	AT3G24600	3	8972195	8973319	8972206	8972850	0.530677233	1.26354003
5545	AT3G24630	3	8987835	8990889	8989602	8989750	1.060711364	1.239510059
5546	AT3G24660	3	9003569	9005943	9005452	9005737	0.537643169	0.951698005
5547	AT3G24670	3	9005939	9008801	9006004	9006700	0.933064931	2.022360086
5548	AT3G24715	3	9024943	9030311	9026552	9030198	0.850238153	1.913630009
5549	AT3G24730	3	9029758	9030894	9029759	9030198	0.517818107	1.043799996
5550	AT3G24760	3	9040014	9042093	9041202	9041300	1.080124974	1.151250005
5551	AT3G24800	3	9055509	9058020	9056302	9057250	0.694884256	1.252560019
5552	AT3G24820	3	9062354	9064476	9062631	9063641	0.58907819	1.391729951
5553	AT3G24840	3	9066601	9070661	9067702	9070279	0.546904229	1.565700054
5554	AT3G24870	3	9074665	9085419	9075111	9084826	0.250480769	1.696169972
5555	AT3G24880	3	9085720	9096689	9086331	9096034	0.375297048	2.609489918
5556	AT3G24890	3	9097391	9099073	9098202	9098843	0.552757075	0.82634002
5557	AT3G24900	3	9099060	9101991	9099105	9101200	0.667435102	1.304749966
5558	AT3G24929	3	9103981	9109606	9104885	9108641	0.250095359	0.956815004
5559	AT3G24982	3	9106000	9109971	9106001	9108641	0.202798115	0.521898985
5560	AT3G25010	3	9110057	9112936	9110346	9112350	0.652008853	2.609489918
5561	AT3G25012	3	9111934	9112416	9111983	9112341	0.812285632	1.461320043
5562	AT3G25013	3	9113875	9116673	9114677	9115919	0.669256766	3.131390095
5563	AT3G25020	3	9116684	9119804	9116893	9119050	0.445141192	2.348550081
5564	AT3G25040	3	9124270	9126377	9125055	9126100	0.76358167	1.913630009
5565	AT3G25090	3	9140039	9141094	9140045	9140862	0.576425995	1.324820042
5566	AT3G25110	3	9146271	9148525	9146527	9147406	0.56297412	1.565700054
5567	AT3G25120	3	9149528	9151334	9149805	9150450	0.705286927	1.565700054
5568	AT3G25130	3	9152170	9153944	9153752	9153900	1.123051306	1.774459958
5569	AT3G25140	3	9154508	9157012	9155852	9156922	0.91330991	1.975759983
5570	AT3G25150	3	9156822	9160100	9156864	9159129	0.322816389	0.840837002
5571	AT3G25210	3	9180244	9181955	9181102	9181524	0.492127776	0.587961972
5572	AT3G25220	3	9182616	9184679	9183467	9184512	0.381358087	0.626278996
5573	AT3G25230	3	9188096	9191630	9188869	9191021	0.356584226	0.688462019
5574	AT3G25410	3	9214278	9216663	9214321	9215200	0.610704278	1.565700054
5575	AT3G25430	3	9221135	9223866	9222052	9223150	0.91426495	1.500460029
5576	AT3G25470	3	9232821	9235215	9233583	9235210	0.451330966	1.252560019
5577	AT3G25480	3	9235171	9236648	9235209	9235600	0.689622009	1.500460029
5578	AT3G25500	3	9251093	9255083	9251652	9252600	0.652070633	1.826650023
5579	AT3G25530	3	9271515	9273751	9272052	9273000	0.611112852	1.722270012
5580	AT3G25540	3	9274335	9276685	9275952	9276139	0.775392488	0.944387972
5581	AT3G25545	3	9276845	9278691	9277654	9278644	1.037974797	3.914239883
5582	AT3G25580	3	9292345	9294456	9293312	9293800	0.806618801	1.217759967
5583	AT3G25585	3	9295175	9298746	9296155	9297991	0.504243294	1.043799996
5584	AT3G25610	3	9308744	9313599	9309014	9311999	0.780022641	4.383950233
5585	AT3G25660	3	9339342	9342223	9340052	9341250	0.752866289	1.401669979
5586	AT3G25680	3	9349612	9352427	9350602	9352247	0.443647878	1.304749966
5587	AT3G25740	3	9397784	9399805	9398552	9399350	1.039344002	1.739660025
5588	AT3G25800	3	9422476	9426049	9422869	9425400	0.564890449	2.609489918
5589	AT3G25840	3	9451861	9457554	9451865	9456691	0.424222816	2.870440006
5590	AT3G25850	3	9458178	9458954	9458502	9458650	0.919537336	1.267470002
5591	AT3G25860	3	9460433	9463013	9462123	9462250	0.68047601	0.762775004
5592	AT3G25900	3	9480746	9482962	9482052	9482150	0.756753504	0.991608024
5593	AT3G25910	3	9489221	9491130	9489952	9491114	0.656088418	1.356940031
5594	AT3G25990	3	9504677	9506787	9504952	9505150	0.859023243	1.074499965
5595	AT3G26000	3	9506778	9509302	9507280	9508007	0.506347747	1.391729951
5596	AT3G26020	3	9513645	9516930	9514500	9516572	0.865898401	4.697090149
5597	AT3G26030	3	9516953	9519563	9518141	9519493	0.508485531	1.826650023
5598	AT3G26040	3	9519741	9521094	9519836	9520500	1.076075636	3.261869907
5599	AT3G26085	3	9530595	9532613	9531602	9531700	0.967688009	1.500460029
5600	AT3G26090	3	9532613	9535629	9533633	9535170	0.766166565	1.913630009
5601	AT3G26100	3	9536859	9540453	9538109	9539850	0.572582634	2.236710072
5602	AT3G26115	3	9542268	9544497	9543166	9544059	0.969041217	1.93848002
5603	AT3G26130	3	9551789	9555667	9552752	9554750	0.990693553	2.574700117
5604	AT3G26340	3	9650316	9652936	9650605	9652100	0.905311165	3.261869907
5605	AT3G26350	3	9653660	9655495	9653894	9655496	0.505377123	2.419709921
5606	AT3G26355	3	9654475	9654538	9654491	9654526	0.194887504	0.199550003
5607	AT3G26360	3	9655499	9656545	9655502	9655800	0.823025828	1.435220003
5608	AT3G26370	3	9656680	9659945	9657676	9659400	0.594593397	1.913630009
5609	AT3G26380	3	9660006	9663325	9661752	9662550	1.079480372	1.696169972
5610	AT3G26400	3	9666449	9669426	9667852	9669335	0.409081395	1.289399981
5611	AT3G26410	3	9669415	9671348	9669459	9669800	0.626230278	0.974210978
5612	AT3G26430	3	9671517	9675927	9672453	9674150	0.525899943	1.449720025
5613	AT3G26420	3	9671517	9676005	9672453	9674150	0.525899943	1.449720025
5614	AT3G26470	3	9685932	9687642	9686843	9686950	0.841384331	0.855026007
5615	AT3G26500	3	9707912	9710100	9707938	9709250	0.624122997	2.087599993
5616	AT3G26539	3	9743608	9744204	9743616	9744113	0.482625268	0.642337024
5617	AT3G26540	3	9744542	9746652	9744576	9745850	0.703655568	2.296360016
5618	AT3G26560	3	9749493	9753855	9749902	9753100	0.797640083	2.783459902
5619	AT3G26580	3	9758797	9760548	9759895	9760000	0.782849342	1.565700054
5620	AT3G26600	3	9769634	9772122	9770754	9771650	0.874242226	2.261559963
5621	AT3G26630	3	9791267	9793023	9791277	9792150	0.735554223	1.565700054
5622	AT3G26640	3	9793179	9794874	9794202	9794361	0.420566998	0.730657995
5623	AT3G26670	3	9797984	9801209	9798205	9800146	0.325729483	1.043799996
5624	AT3G26680	3	9801169	9804282	9802226	9804207	0.526617121	1.739660025
5625	AT3G26690	3	9804253	9805781	9804397	9804650	0.957876503	1.348240018
5626	AT3G26700	3	9809582	9812674	9811634	9811672	0.60888198	0.695864975
5627	AT3G26720	3	9816563	9823327	9817513	9822946	0.529996356	8.872280121
5628	AT3G26730	3	9823524	9827547	9824352	9827233	0.579366736	4.175189972
5629	AT3G26760	3	9843460	9845176	9844452	9844700	1.051547182	1.136849999
5630	AT3G26770	3	9845334	9847200	9846054	9846842	0.8225495	1.652680039
5631	AT3G26780	3	9848628	9850543	9849631	9850384	0.648920123	1.565700054
5632	AT3G26782	3	9850531	9852864	9851502	9851850	0.671929998	1.093500018
5633	AT3G26840	3	9892791	9896337	9893852	9896142	1.064939374	6.262790203
5634	AT3G26850	3	9895542	9898006	9895544	9897250	0.58678045	1.304749966
5635	AT3G26880	3	9906068	9906781	9906084	9906300	0.831558186	2.818249941
5636	AT3G26890	3	9907150	9911933	9907744	9910724	0.508335675	1.87883997
5637	AT3G26900	3	9911873	9914518	9912752	9913682	0.877322577	2.609489918
5638	AT3G26910	3	9914959	9918810	9915602	9918000	0.269549078	1.043799996
5639	AT3G26920	3	9920429	9922642	9921102	9922285	0.56648479	1.826650023
5640	AT3G26934	3	9927523	9929269	9928502	9928600	1.114967525	1.565700054
5641	AT3G26935	3	9932526	9935499	9932951	9934573	0.425592887	2.21807003
5642	AT3G26950	3	9941107	9943882	9941260	9942642	0.673271181	2.696480036
5643	AT3G26980	3	9945756	9948084	9946224	9946518	0.604532855	0.869831026
5644	AT3G26990	3	9948125	9952055	9948513	9951144	0.692007741	10.9598999
5645	AT3G27000	3	9952479	9955982	9952877	9955260	0.488099777	2.348550081
5646	AT3G27025	3	9969551	9971681	9971152	9971454	0.975482294	1.26354003
5647	AT3G27050	3	9978095	9979843	9978482	9978600	1.09212333	1.304749966
5648	AT3G27080	3	9984947	9986738	9985408	9985693	0.48746034	0.690253019
5649	AT3G27090	3	9989511	9991903	9990276	9991677	0.598045544	2.609489918
5650	AT3G27110	3	9997808	10000230	9998502	9999925	0.67558679	2.609489918
5651	AT3G27180	3	10026837	10030087	10027357	10028700	1.042917967	2.348550081
5652	AT3G27190	3	10039198	10043066	10039802	10042036	0.523425979	1.826650023
5653	AT3G27220	3	10051069	10053761	10052052	10052250	1.14890147	2.609489918
5654	AT3G27230	3	10053929	10055841	10055252	10055668	1.011263112	1.607450008
5655	AT3G27240	3	10055730	10058773	10055905	10058012	0.904499841	4.175189972
5656	AT3G27260	3	10067529	10072760	10068702	10072150	0.442381242	3.131390095
5657	AT3G27270	3	10073082	10076357	10075452	10075550	0.933059007	1.006520033
5658	AT3G27280	3	10076809	10078608	10077602	10077850	0.643096006	1.356940031
5659	AT3G27300	3	10083009	10086798	10083552	10085850	0.551734116	3.131390095
5660	AT3G27310	3	10087106	10089260	10087652	10088150	0.637538192	1.304749966
5661	AT3G27320	3	10090056	10092791	10090935	10092250	0.727537182	4.175189972
5662	AT3G27325	3	10095015	10102423	10096082	10102181	0.444871613	5.479939938
5663	AT3G27340	3	10121234	10123128	10122352	10122500	1.027645032	1.461320043
5664	AT3G27380	3	10129610	10132882	10131125	10131412	0.71853501	1.174270034
5665	AT3G27390	3	10133177	10136665	10133902	10135470	1.146675969	4.871059895
5666	AT3G27420	3	10148555	10150420	10149502	10149700	0.53476375	0.782848001
5667	AT3G27430	3	10152458	10155447	10153578	10154900	0.768095478	2.261559963
5668	AT3G27440	3	10155438	10158215	10156702	10157300	1.010952597	1.565700054
5669	AT3G27460	3	10159221	10162323	10159229	10161500	0.36258795	1.391729951
5670	AT3G27470	3	10162960	10167546	10163702	10167260	0.448306837	1.565700054
5671	AT3G27473	3	10169123	10172060	10171552	10171700	0.913324475	1.304749966
5672	AT3G27520	3	10192294	10193500	10193402	10193469	1.014802009	1.275750041
5673	AT3G27530	3	10193477	10200046	10193689	10199400	0.395099016	2.087599993
5674	AT3G27540	3	10205074	10207423	10206502	10206900	0.76641937	1.304749966
5675	AT3G27550	3	10207727	10210231	10208100	10209300	1.180522155	13.56939983
5676	AT3G27560	3	10210417	10213093	10210852	10211774	1.072705012	6.262790203
5677	AT3G27570	3	10213996	10216964	10214652	10215849	0.671466875	1.565700054
5678	AT3G27610	3	10225486	10228264	10225574	10227378	0.605990303	2.087599993
5679	AT3G27670	3	10245112	10253308	10246202	10253045	0.391969005	2.739969969
5680	AT3G27680	3	10254886	10255290	10254922	10255231	0.445344423	0.782848001
5681	AT3G27690	3	10255906	10257489	10256652	10256723	0.675699979	0.737308979
5682	AT3G27700	3	10256895	10261975	10257749	10261225	0.474070772	2.087599993
5683	AT3G27740	3	10281230	10283935	10281485	10283153	1.143929916	6.262790203
5684	AT3G27770	3	10285657	10287931	10285663	10287183	1.105079267	4.697090149
5685	AT3G27820	3	10315010	10318154	10316002	10317871	0.841724498	4.43614006
5686	AT3G27870	3	10330547	10335490	10332102	10335100	1.10654393	5.218989849
5687	AT3G27906	3	10353952	10356625	10354652	10354850	0.606707498	0.730657995
5688	AT3G27925	3	10365652	10369013	10366952	10367808	0.516961546	2.152829885
5689	AT3G27930	3	10369298	10372534	10369452	10371750	0.631234913	1.755480051
5690	AT3G27960	3	10380230	10383249	10381202	10381600	0.686171513	0.956815004
5691	AT3G28007	3	10408073	10409977	10408102	10408152	0.786990494	0.82012701
5692	AT3G28030	3	10424179	10431364	10425040	10431000	0.373515084	1.789369941
5693	AT3G28050	3	10442608	10445431	10444452	10444850	0.660014872	1.148180008
5694	AT3G28150	3	10471842	10473952	10471981	10472900	0.565855007	1.491140008
5695	AT3G28220	3	10524181	10526733	10524902	10526259	0.761460711	2.087599993
5696	AT3G28270	3	10538005	10540070	10539352	10539500	1.003590663	1.064859986
5697	AT3G28335	3	10588152	10589015	10588488	10588617	0.47460974	0.629074991
5698	AT3G28370	3	10620534	10624618	10621402	10623700	0.693622416	4.175189972
5699	AT3G28380	3	10623699	10628201	10624802	10625700	1.031612393	2.21807003
5700	AT3G28410	3	10640152	10642071	10640293	10641736	0.670657996	2.783459902
5701	AT3G28430	3	10656979	10662772	10657390	10662048	0.424708514	3.392339945
5702	AT3G28450	3	10667135	10669428	10667842	10669165	0.534058108	1.217759967
5703	AT3G28460	3	10672041	10674456	10672063	10673350	0.741035962	1.565700054
5704	AT3G28480	3	10675986	10678388	10676172	10677550	0.404796886	1.093500018
5705	AT3G28630	3	10728951	10730898	10729097	10730874	0.624541703	7.045629978
5706	AT3G28635	3	10729313	10731391	10729319	10731384	0.591978308	7.045629978
5707	AT3G28640	3	10731518	10733032	10731587	10732100	0.931539373	1.652680039
5708	AT3G28660	3	10738704	10740930	10739102	10740250	0.786061436	1.913630009
5709	AT3G28670	3	10743769	10747202	10744552	10747082	0.416691801	1.739660025
5710	AT3G28674	3	10747818	10747994	10747826	10747981	0.130107999	0.136807993
5711	AT3G28690	3	10754808	10757885	10755955	10757250	0.523889961	1.068650007
5712	AT3G28700	3	10759541	10762209	10760452	10761550	0.619068807	1.957119942
5713	AT3G28710	3	10772871	10775809	10772909	10774816	0.433748045	1.391729951
5714	AT3G28715	3	10777837	10780664	10778781	10780498	0.327646242	1.217759967
5715	AT3G28720	3	10782095	10784634	10783264	10784326	0.417006862	1.043799996
5716	AT3G28730	3	10784888	10788729	10785660	10788729	0.415791511	1.61789
5717	AT3G28740	3	10788698	10790553	10788717	10789100	1.063015237	1.455819964
5718	AT3G28760	3	10792933	10795385	10793113	10794350	0.60984704	1.148180008
5719	AT3G28770	3	10796695	10803453	10798052	10798350	0.87516732	1.419199944
5720	AT3G28780	3	10805857	10808461	10806578	10807523	0.088642166	0.152518004
5721	AT3G28830	3	10831162	10833436	10833302	10833408	0.550893327	0.782848001
5722	AT3G28840	3	10838395	10840059	10839202	10839537	1.017786852	1.168949962
5723	AT3G28850	3	10848241	10850286	10849552	10849650	1.085979998	1.10769999
5724	AT3G28860	3	10870005	10877578	10870339	10874400	1.019721877	5.479939938
5725	AT3G28900	3	10902003	10904458	10902441	10903645	0.739566363	2.739969969
5726	AT3G28899	3	10902184	10902515	10902441	10902479	0.855504483	0.974210978
5727	AT3G28925	3	10957887	10959610	10958652	10958950	0.492434499	1.043799996
5728	AT3G28958	3	10982706	10983532	10983402	10983511	0.298999334	0.493840009
5729	AT3G28960	3	10984050	10987203	10984502	10985050	0.610750632	1.008999944
5730	AT3G28970	3	10987785	10990016	10987952	10989250	0.510768955	1.217759967
5731	AT3G29010	3	11006564	11008216	11007452	11008029	0.753119826	1.00364995
5732	AT3G29060	3	11044731	11048677	11046302	11047200	0.990993169	1.513509989
5733	AT3G29075	3	11051207	11052756	11051396	11051438	0.614473999	0.733143985
5734	AT3G29090	3	11073646	11075478	11074652	11075329	0.790516068	2.0072999
5735	AT3G29100	3	11075651	11077572	11076352	11076700	0.995029007	1.863919973
5736	AT3G29130	3	11099603	11104073	11101379	11103022	0.985406181	3.653290033
5737	AT3G29160	3	11128620	11132105	11128903	11131165	0.464868175	2.087599993
5738	AT3G29170	3	11135951	11138010	11136052	11137350	0.502879383	1.391729951
5739	AT3G29180	3	11148167	11151633	11149352	11151050	1.101871292	4.995319843
5740	AT3G29185	3	11154903	11157293	11155802	11156250	0.779222909	2.000610113
5741	AT3G29190	3	11159192	11163336	11160102	11161050	0.317996763	0.695864975
5742	AT3G29200	3	11163839	11166458	11164152	11165399	0.706617844	1.886870027
5743	AT3G29230	3	11188570	11191195	11189602	11189850	0.814592779	1.144809961
5744	AT3G29250	3	11193389	11195171	11194002	11194200	0.740934759	0.924950004
5745	AT3G29270	3	11234173	11236458	11234852	11236225	0.778220894	3.914239883
5746	AT3G29280	3	11236576	11238043	11236729	11236950	0.9308218	1.369979978
5747	AT3G29290	3	11238011	11240646	11238752	11240480	0.521359978	2.174580097
5748	AT3G29310	3	11249558	11251821	11250663	11251291	0.486408543	0.806571007
5749	AT3G29360	3	11267007	11269356	11267952	11268400	0.298097892	0.547994018
5750	AT3G29390	3	11289495	11294774	11290502	11294689	0.383558479	1.93848002
5751	AT3G29400	3	11297180	11299695	11297530	11298950	0.597000761	2.040149927
5752	AT3G29720	3	11549418	11551369	11550521	11551006	0.494561905	1.565700054
5753	AT3G29760	3	11589464	11592371	11590002	11591500	0.72011118	1.652680039
5754	AT3G29797	3	11717591	11718128	11717647	11718071	1.009718585	2.162149906
5755	AT3G29810	3	11728024	11730350	11728781	11729900	0.812860694	1.913630009
5756	AT3G29830	3	11737049	11738847	11737802	11737900	0.773951977	0.978559971
5757	AT3G29970	3	11745197	11746570	11745557	11745790	0.455270797	0.782848001
5758	AT3G30160	3	11783650	11785377	11784715	11784800	1.171943963	1.789369941
5759	AT3G30210	3	11838363	11840502	11840160	11840256	0.080857101	0.088409103
5760	AT3G30260	3	11908870	11913166	11910002	11912200	1.160198813	2.609489918
5761	AT3G30300	3	11921096	11924617	11921398	11923245	0.619399921	1.565700054
5762	AT3G30340	3	11956458	11959098	11957852	11958185	0.761072146	1.640249968
5763	AT3G30380	3	11973971	11976909	11975113	11976797	0.583096292	3.027009964
5764	AT3G30390	3	11976837	11979646	11976967	11978450	0.767337668	2.479020119
5765	AT3G30540	3	12144792	12146502	12145042	12146214	0.353250567	1.043799996
5766	AT3G32040	3	13047645	13049106	13048552	13048700	1.014999648	1.051360011
5767	AT3G32400	3	13356995	13360630	13357306	13357482	0.859201342	1.461320043
5768	AT3G32930	3	13489249	13490906	13490354	13490846	0.542141694	1.043799996
5769	AT3G32940	3	13490828	13493834	13490840	13492650	0.786917274	2.783459902
5770	AT3G32980	3	13526071	13530098	13528252	13528900	1.057180774	1.670079947
5771	AT3G33530	3	14085248	14093670	14086352	14093497	0.323956208	1.696169972
5772	AT3G33520	3	14093656	14095588	14093671	14094650	0.956486844	2.609489918
5773	AT3G41762	3	14195447	14196865	14195871	14196380	0.040524921	0.048206799
5774	AT3G42050	3	14228495	14233441	14228721	14232650	0.386070191	4.905849934
5775	AT3G42150	3	14309275	14311638	14310302	14311597	0.472245846	1.244529963
5776	AT3G42170	3	14320943	14324069	14322402	14324015	0.761759316	3.04440999
5777	AT3G42180	3	14324181	14328722	14324339	14326700	1.163802404	5.914850235
5778	AT3G42550	3	14665728	14669135	14666263	14669100	0.452626968	2.087599993
5779	AT3G42570	3	14689058	14690388	14689438	14689604	0.715002009	1.565700054
5780	AT3G42630	3	14722250	14723919	14722830	14723856	0.338029092	0.908104002
5781	AT3G42640	3	14724103	14728327	14724151	14728304	0.795194393	5.871359825
5782	AT3G42660	3	14751280	14755701	14752202	14755600	1.017504136	3.131390095
5783	AT3G42723	3	14838392	14841189	14838457	14839963	0.427837936	3.027009964
5784	AT3G42770	3	14867122	14870083	14867489	14869535	0.321102176	1.118350029
5785	AT3G42790	3	14877890	14879792	14878135	14878974	0.468026996	1.565700054
5786	AT3G42860	3	14946143	14948228	14946541	14947530	0.784945995	2.609489918
5787	AT3G42950	3	15015086	15018653	15016702	15018200	0.365321406	2.022360086
5788	AT3G42960	3	15018695	15019685	15019002	15019100	1.003694028	1.018720031
5789	AT3G43120	3	15094048	15095989	15095702	15095966	0.807855646	1.391729951
5790	AT3G43210	3	15190786	15196215	15191752	15196214	0.587669582	2.609489918
5791	AT3G43220	3	15196812	15203139	15197184	15202079	0.402260547	2.609489918
5792	AT3G43230	3	15207367	15209853	15207957	15209727	0.77828571	5.218989849
5793	AT3G43240	3	15209831	15214947	15209871	15214021	0.388900416	1.826650023
5794	AT3G43300	3	15233845	15245281	15234110	15244656	0.309400929	1.957119942
5795	AT3G43340	3	15284861	15285851	15284898	15285179	0.269677345	0.447342008
5796	AT3G43430	3	15354535	15355494	15355002	15355070	0.957679987	0.997916996
5797	AT3G43440	3	15367546	15370157	15368352	15369884	0.43668845	0.927820027
5798	AT3G43520	3	15405984	15407949	15407096	15407600	1.182311361	2.957429886
5799	AT3G43540	3	15430660	15433355	15431566	15432750	0.889886884	2.087599993
5800	AT3G43590	3	15509527	15512574	15510465	15512476	0.547901174	3.205950022
5801	AT3G43600	3	15511832	15517545	15511896	15516600	0.720302823	4.044720173
5802	AT3G43610	3	15517576	15524096	15518402	15523200	0.385846404	1.333739996
5803	AT3G43700	3	15601754	15603898	15602602	15603596	0.715861455	1.565700054
5804	AT3G43740	3	15644009	15645688	15645028	15645061	0.311689503	0.405921012
5805	AT3G43810	3	15663000	15666469	15663552	15665539	0.782037126	2.674730062
5806	AT3G43833	3	15687554	15688773	15688461	15688503	0.536004484	0.550109982
5807	AT3G43920	3	15753387	15760859	15754476	15760800	0.533551166	3.653290033
5808	AT3G43930	3	15760817	15763406	15760874	15761300	0.773013772	2.609489918
5809	AT3G44010	3	15799481	15801227	15800123	15800362	0.28964683	0.626278996
5810	AT3G44020	3	15801372	15802855	15802094	15802333	0.68789081	2.400729895
5811	AT3G44070	3	15828153	15829823	15828312	15829031	0.219975786	0.569343984
5812	AT3G44080	3	15835632	15837126	15835952	15836300	0.889181284	1.714810014
5813	AT3G44100	3	15865933	15867534	15866019	15866452	0.438016903	0.652374029
5814	AT3G44110	3	15868631	15871256	15869452	15870249	0.679712191	2.348550081
5815	AT3G44150	3	15887490	15888879	15888752	15888879	1.09163932	1.513509989
5816	AT3G44160	3	15888840	15891988	15888871	15891230	0.678104563	2.922630072
5817	AT3G44170	3	15894790	15895257	15894875	15895247	0.361496625	0.661072016
5818	AT3G44190	3	15901714	15903628	15901771	15902900	0.789359138	2.000610113
5819	AT3G44200	3	15906348	15912040	15907152	15911050	0.519967352	1.913630009
5820	AT3G44220	3	15927939	15929839	15928702	15929001	0.567806676	0.927820027
5821	AT3G44230	3	15932134	15932748	15932265	15932664	0.444606666	0.913322985
5822	AT3G44235	3	15933284	15933963	15933366	15933775	0.282497822	0.82012701
5823	AT3G44280	3	15968515	15971200	15969047	15970528	0.49307061	1.565700054
5824	AT3G44290	3	15972673	15975250	15974052	15974204	0.796672747	1.043799996
5825	AT3G44330	3	16006508	16011121	16007478	16010835	0.351709692	1.565700054
5826	AT3G44340	3	16011547	16020336	16011848	16019650	0.41257341	5.479939938
5827	AT3G44370	3	16030270	16035273	16030658	16034250	0.319742269	1.239510059
5828	AT3G44480	3	16090460	16096477	16092302	16095400	0.492707426	3.131390095
5829	AT3G44510	3	16108100	16111316	16108402	16110300	0.840870005	8.872280121
5830	AT3G44530	3	16115498	16121534	16116452	16121000	0.483969328	2.870440006
5831	AT3G44600	3	16164935	16169304	16165352	16168638	0.373614615	1.369979978
